d_vendor_name,d_fiscal_year,total
3627730 CANADA,2018-2019,40255.2
3627730 CANADA,2019-2020,18673.25
4FORWARD,2017-2018,65959.40944206009
4FORWARD,2018-2019,72081.39055793991
6175015 CANADA,2017-2018,13730.904858657244
6175015 CANADA,2018-2019,21146.752208480564
6175015 CANADA,2019-2020,21204.68851590106
6175015 CANADA,2020-2021,21146.752208480564
6250424 CANADA,2019-2020,61999.17721518988
6250424 CANADA,2020-2021,377161.6613924051
9553053 CANADA,2020-2021,90082.19178082192
AC FINAL MILE,2019-2020,54472.38109325125
AC FINAL MILE,2020-2021,46229.52187528499
ADVANCED BUSINESS INTERIORS,2017-2018,107537.87940902806
ADVANCED BUSINESS INTERIORS,2018-2019,126616.41345223883
ADVANCED BUSINESS INTERIORS,2019-2020,32832.367138733105
ADVANCED BUSINESS INTERIORS,2020-2021,18823.309999999998
ADVANCED CHIPPEWA TECHNOLOGIES,2017-2018,14475.3
ADVANCED CHIPPEWA TECHNOLOGIES,2018-2019,193719.97
ADVANCED CHIPPEWA TECHNOLOGIES,2019-2020,152999.05
ADVANCED CHIPPEWA TECHNOLOGIES,2020-2021,74757.47
APPLIED ELECTONICS,2017-2018,175739.52380530973
APPLIED ELECTONICS,2018-2019,69696.49
APPLIED ELECTONICS,2019-2020,74893.3
APPLIED ELECTONICS,2020-2021,34171.2
ASOKAN BUSINESS INTERIORS,2020-2021,102658.67
AVI SPL CANADA,2018-2019,115814.84000000001
AVI SPL CANADA,2020-2021,21179.77
BEHAVIOURAL INSIGHTS CANADA,2019-2020,24995.6
BEHAVIOURAL INSIGHTS CANADA,2020-2021,33809.6
BERTEIG CONSULTING,2020-2021,90082.19553424657
CALIAN,2019-2020,22706.709278350514
CALIAN,2020-2021,36821.69072164949
CARBON COPY DIGITAL,2017-2018,49806.89520333681
CARBON COPY DIGITAL,2018-2019,49806.89520333681
CARBON COPY DIGITAL,2019-2020,8371.897810218978
CARBONGRAPHICS GROUP,2017-2018,26948.924302788844
CARBONGRAPHICS GROUP,2018-2019,26948.924302788844
CARBONGRAPHICS GROUP,2019-2020,20303.98406374502
CDW CANADA,2017-2018,54798.65671087533
CDW CANADA,2018-2019,30711.703289124667
CDW CANADA,2019-2020,44851.75
CDW CANADA,2020-2021,28936.93
CODE 4 CANADA,2020-2021,56301.36986301369
COLLABORATEVIDEO,2018-2019,76809.41813261164
COLLABORATEVIDEO,2019-2020,87305.1150202977
COLLABORATEVIDEO,2020-2021,87066.57645466847
CSDC SYSTEMS,2017-2018,9079.160061416185
CSDC SYSTEMS,2018-2019,9079.160061416185
CSDC SYSTEMS,2019-2020,20178.034472543353
CSDC SYSTEMS,2020-2021,9079.160061416185
DELOITTE AND TOUCHE,2018-2019,10000
DELOITTE AND TOUCHE,2019-2020,89149.45
DESIRE2LEARN,2019-2020,68366.52291105122
DESIRE2LEARN,2020-2021,2079481.7385444744
DYNAMIC PERSONNEL CONSULTANTS,2018-2019,81359.88
EBSCO CANADA,2017-2018,51689.068704379555
EBSCO CANADA,2018-2019,83220.59964612464
EBSCO CANADA,2019-2020,184521.91754109805
EBSCO CANADA,2020-2021,74542.17897042717
ECLIPSYS SOLUTIONS,2017-2018,11318.168219178082
ECLIPSYS SOLUTIONS,2018-2019,11872.020648648648
ECLIPSYS SOLUTIONS,2019-2020,10553.669351351351
ECLIPSYS SOLUTIONS,2020-2021,10855.48
ECOLE DE LANGUES ABCE,2017-2018,14038.5
ECOLE DE LANGUES ABCE,2018-2019,10994.9
ECOLE DE LANGUES ABCE,2019-2020,10934
ECOLE DE LANGUES ABCE,2020-2021,49637.95984378879
ECOLE DE LANGUES EAGLE,2020-2021,86112.85587748048
EKOS RESEARCH ASSOCIATES,2017-2018,36977.55237354085
