d_vendor_name,d_fiscal_year,total
EKOS RESEARCH ASSOCIATES,2018-2019,91444.48762645913
ENTREPRISE DE COMMUNICATIONS TANK,2018-2019,168680.76
ERNST YOUNG,2020-2021,80761.13830508475
ESSI SYSTEMS,2018-2019,4211.707950819672
ESSI SYSTEMS,2019-2020,46711.67
ESSI SYSTEMS,2020-2021,42499.96204918033
FRISCHKORN AUDIO VISUAL,2017-2018,43804.93
FRISCHKORN AUDIO VISUAL,2019-2020,125460.1
GARTNER,2019-2020,38681.64385245902
GARTNER,2020-2021,27935.494914664272
GELDER GINGRAS ASSOCIATES,2017-2018,8657.538461538461
GELDER GINGRAS ASSOCIATES,2018-2019,20948.46153846154
GELDER GINGRAS ASSOCIATES,2019-2020,18645
GETTY IMAGES CANADA,2017-2018,39585
GETTY IMAGES CANADA,2018-2019,9760.68493150685
GILMORE REPRODUCTIONS,2017-2018,16196.532846715329
GILMORE REPRODUCTIONS,2018-2019,26042.883211678833
GILMORE REPRODUCTIONS,2019-2020,26114.233576642335
GILMORE REPRODUCTIONS,2020-2021,9846.350364963504
GLOBAL AUDIO VISUEL,2020-2021,96004.8
GRAYBRIDGE INTERNATIONAL CONSULTING,2019-2020,6888.446808510638
GRAYBRIDGE INTERNATIONAL CONSULTING,2020-2021,59822.903191489364
GROUPE EDGENDA,2020-2021,90082.19178082192
HABITATSEVEN,2019-2020,79732.8
HART WILLIAM,2019-2020,7728.773584905661
HART WILLIAM,2020-2021,48637.97169811321
IBISKA TELECOM,2018-2019,67229.05263157895
IBISKA TELECOM,2019-2020,10062.947368421053
IBM CANADA,2017-2018,900411.2566666667
IBM CANADA,2019-2020,67800
IMPRIMERIE DU PROGRES,2017-2018,84106.30714285714
IMPRIMERIE DU PROGRES,2018-2019,247157.14285714287
IMPRIMERIE DU PROGRES,2019-2020,124037.55
INNOCRAFT,2020-2021,52272.159999999996
INSIGHTS LEARNING DEVELOPMENT,2017-2018,18176.403488372096
INSIGHTS LEARNING DEVELOPMENT,2018-2019,432375.5706806766
INSIGHTS LEARNING DEVELOPMENT,2019-2020,337213.3958309512
INTEGRA NETWORKS,2018-2019,83426.32
INTEGRATED LEARNING INTERNATIONAL,2017-2018,11300
INTEGRATED LEARNING INTERNATIONAL,2018-2019,71603.5
INTEGRATED LEARNING INTERNATIONAL,2019-2020,26530
JWB CLEMENS CONSULTING,2017-2018,20695.083941605837
JWB CLEMENS CONSULTING,2018-2019,87833.78649635037
JWB CLEMENS CONSULTING,2019-2020,88074.42700729927
JWB CLEMENS CONSULTING,2020-2021,67138.70255474452
KPMG,2019-2020,260749.57228406915
KPMG,2020-2021,379177.66487523995
LES SYSTEMES ET SERVICES D INTERPRETATION LMB,2017-2018,31420.85
LES SYSTEMES ET SERVICES D INTERPRETATION LMB,2018-2019,56631.12
LIGHTHOUSE LABS,2020-2021,52547.94520547945
LIXAR I T,2019-2020,169500
MAPLESOFT CONSULTING,2017-2018,171510.3488372093
MAX DIGITAL BROADCASTING,2018-2019,71476.0602739726
MAX DIGITAL BROADCASTING,2019-2020,9544.939726027396
MAXSYS STAFFING AND CONSULTING,2017-2018,19536.29179331307
MAXSYS STAFFING AND CONSULTING,2018-2019,104632.94117647059
MAXSYS STAFFING AND CONSULTING,2019-2020,157595.29411764705
MAXSYS STAFFING AND CONSULTING,2020-2021,52531.76470588236
MICROSOFT CANADA,2018-2019,76872.91
MICROSOFT CANADA,2019-2020,124664.42378568635
MICROSOFT CANADA,2020-2021,63214.09448572546
MNP,2018-2019,11241.952054794521
MNP,2019-2020,82548.04794520549
MOORE CANADA,2017-2018,31935.87008803477
MOORE CANADA,2018-2019,17568.08684332458
MOORE CANADA,2019-2020,1376.043068640646
"NATTIQ",2019-2020,19115.14598540146
"NATTIQ",2020-2021,67738.13868613138
NISHA TECHONOLOGIES,2017-2018,10795.03
NISHA TECHONOLOGIES,2018-2019,761291.3740000001
NISHA TECHONOLOGIES,2019-2020,338071.086
NISHA TECHONOLOGIES,2020-2021,47924.58083832335
NORTHERN MICRO,2018-2019,878472.53
NORTHERN MICRO,2019-2020,76657.03
NORTHERN MICRO,2020-2021,38123.9
NOVA NETWORKS,2018-2019,69904.89
NOVA NETWORKS,2019-2020,32783.520000000004
PHASELOCK SYSTEMS INT L,2019-2020,121319.99
PROMAXIS,2018-2019,20810.70354933726
PROMAXIS,2019-2020,37861.53645066274
PROSCI CANADA,2017-2018,60131.92
PROSCI CANADA,2018-2019,58019.850000000006
PROSCI CANADA,2019-2020,59182.340000000004
PROXIMIFY,2019-2020,41650.839186691315
PROXIMIFY,2020-2021,86378.16081330868
QMR,2018-2019,240478.62250686184
QMR,2019-2020,95618.45791399817
QMR,2020-2021,70508.78316559926
QUINTET CONSULTING,2019-2020,56538.96
QUINTET CONSULTING,2020-2021,45878
REDWOOD PERFORMANCE GROUP,2018-2019,173572.29
RHEA,2018-2019,49289.65
SABA,2017-2018,3774.0260204778156
SABA,2018-2019,344379.87436860066
SABA,2019-2020,345323.3808737201
SABA,2020-2021,344379.87436860066
SAMSON ASSOCIATES CPA CONSULTIN,2018-2019,80223.45
SAMSON ASSOCIATES CPA CONSULTIN,2019-2020,33125.39
SAMSON ASSOCIATES CPA CONSULTING,2017-2018,17797.5
SAMSON ASSOCIATES CPA CONSULTING,2018-2019,38135.840000000004
SAMSON ASSOCIATES CPA CONSULTING,2019-2020,50309.04
SAMSON ASSOCIATES CPA CONSULTING SERVICES,2017-2018,34003.86
SAMSON ASSOCIATES CPA CONSULTING SERVICES,2018-2019,75918.05906976743
SAMSON ASSOCIATES CPA CONSULTING SERVICES,2019-2020,6165.340930232558
SANDBOX LA BOITE A FILMS,2019-2020,176174.52689873418
SANDBOX LA BOITE A FILMS,2020-2021,196647.40770042196
SHARP ELECTRONICS,2017-2018,113857.30990259115
SHARP ELECTRONICS,2018-2019,99859.67448260254
SHARP ELECTRONICS,2019-2020,102744.95108788494
SHARP ELECTRONICS,2020-2021,33153.25733523949
SI SYSTEMS,2017-2018,234089.92471403815
SI SYSTEMS,2018-2019,565846.5067590988
SI SYSTEMS,2019-2020,94566.1285268631
SIMPLEX GRINNELL,2017-2018,62531.90145293746
SIMPLEX GRINNELL,2018-2019,62531.90145293746
SIMPLEX GRINNELL,2019-2020,31351.610865445356
SKILLSOFT,2019-2020,27306.789617486334
SKILLSOFT,2020-2021,77896.21038251366
SKILLSOFT CANADA,2017-2018,1171128.6048464617
SKILLSOFT CANADA,2018-2019,837228.7199442257
SKILLSOFT CANADA,2019-2020,875761.9292468166
SKILLSOFT CANADA,2020-2021,933242.2329398304
SOFTCHOICE,2019-2020,84227.32
SOFTCHOICE,2020-2021,48394.89698630137
SOLOTECH,2017-2018,45984.71
SOLOTECH,2018-2019,253921.9927272727
SOLOTECH,2019-2020,129602.97727272726
SPEEDY MESSENGER SERVICE,2017-2018,56334.634146341465
SPEEDY MESSENGER SERVICE,2018-2019,56334.634146341465
STARSHIP LOGISTICS,2017-2018,56867.62199845081
STARSHIP LOGISTICS,2018-2019,56867.62199845081
STARSHIP LOGISTICS,2019-2020,9503.903950426027
TAG HR,2017-2018,601753.8300559376
TAG HR,2018-2019,365342.4860332065
TALENTCOR,2018-2019,48986.75999999999
TEKNION,2018-2019,26615.323824701194
TEKNION,2019-2020,43351.5261752988
TELECOM COMPUTER SERVICES,2018-2019,164302.61000000002
TELECOM COMPUTER SERVICES,2020-2021,223811.83000000002
TELUS CANADA,2017-2018,278696.75492957747
THE CONFERENCE BOARD OF CANADA,2017-2018,18145
THE CONFERENCE BOARD OF CANADA,2018-2019,5510.765864276568
THE CONFERENCE BOARD OF CANADA,2019-2020,41162.04706786171
THE CONFERENCE BOARD OF CANADA,2020-2021,41049.582458386685
THOMAS SCHMIDT,2017-2018,326630.8281727127
THOMAS SCHMIDT,2018-2019,645026.2281816722
THOMAS SCHMIDT,2019-2020,355486.93309767
THOMAS SCHMIDT,2020-2021,118487.6205479452
TOTEM OFFISOURCE,2017-2018,65258.810000000005
TOTEM OFFISOURCE,2018-2019,15728.59
TOTEM OFFISOURCE,2020-2021,64375.94
TRM TECHNOLOGIES,2018-2019,43058.467741935485
TRM TECHNOLOGIES,2019-2020,41691.532258064515
TURTLE ISLAND STAFFING,2017-2018,70569.92531534564
TURTLE ISLAND STAFFING,2018-2019,31776.64633136095
TURTLE ISLAND STAFFING,2019-2020,71859.11
UNIVERSITE DE SAINT BONIFACE,2017-2018,58502.914391408114
VERSATIL BPI,2017-2018,54501.29772339062
VERSATIL BPI,2018-2019,151872.98728055644
VERSATIL BPI,2019-2020,66594.11358454973
VERSATIL BPI,2020-2021,115102.37496339546
VUBIZ,2017-2018,46308.49592490843
VUBIZ,2018-2019,46308.49592490843
WECLOUDDATA,2020-2021,90082.19553424657
XEROX,2017-2018,30319.696308052222
XEROX,2018-2019,30319.696308052222
XEROX,2019-2020,19615.82548867736
XEROX,2020-2021,8561.89782756941
